"CONTEXT (DO NOT MODIFY)","ENGLISH (DO NOT MODIFY)","LOCALIZED (EDIT THIS COLUMN)"
"note:EZIC_HANDLER_DIPLO","GOVERNMENT PLANS TO YIELD TO KOLECHIAN DEMANDS AND FURTHER CEDE GRESTIN

NEGOTIATIONS MUST BE IMPEDED

ALLOW KOLECHIAN DIPLOMAT ENTRY BUT CONFISCATE PASSPORT FIRST

EZIC AGENT WILL FOLLOW TO ASSUME IDENTITY","セイフハ　コレチアノ　ヨウキュウニ　クッシ
グレスティンガ　ウバワレル

コウショウヲ　ソシセネバ　ナラヌ

コレチアノ　ガイコウカンヲ
ニュウコクサセヨ

タダシ　パスポートヲ　オウシュウセヨ

EZIC　コウサクインガ　カレニ　ナリカワル"
"note:EZIC_FINAL","GRESTIN CHECKPOINT IS AT AN END

TODAY WE BREAK THIS WALL DOWN

YOU WILL BE SAFE

HOLD YOUR FIRE

* THE ORDER OF THE EZIC STAR","グレスティン　ケンモンジョハ　オワル

キョウ　カベヲ　ハカイスル

アナタハ　アンゼンダ

ハッポウハ　ヒカエヨ

＊　EZIC　スター　ソシキ"
"traveler:DEFAULT","Where is my passport? ; My passport? ; Passport? ; What is this slip? Where is passport?","パスポートはどこに？ ; 私のパスポートは？ ; パスポートは？ ; この紙、何ですか？パスポートはどこに？"
"traveler:DEFAULT","@It is being confiscated.","@押収しました。"
"traveler:DEFAULT","How will I travel? ; What should I do? ; Why? ; You cannot do this.","どうやって旅すれば？ ; どうしたらいい？ ; なぜ？ ; こんなことしていいんですか。"
"traveler:DEFAULT","@Contact number on slip.","@伝票の番号に問合せて下さい。"
"traveler:EZIC_INTRO","The Order awaits.","組織はお前を待っている。"
"traveler:EZIC_CORMAN","Very good.","よろしい。"
"traveler:EZIC_CORMAN","Read quickly.","すぐ読め。"
"traveler:EZIC_CORMAN","Do not lose this.","これを失くすな。"
"traveler:EZIC_CORMAN","You have something of mine.","私のものがあるだろう。"
"traveler:EZIC_CORMAN","My name is Corman Drex.","Corman Drexだ。"
"traveler:EZIC_CORMAN","Read the note then return it to me.","読んだら返せ。"
"traveler:EZIC_HANDLER_PRE0","Our agents are ready.","工作員の準備ができた。"
"traveler:EZIC_HANDLER_PRE0","Starting tomorrow.","開始は明日。"
"traveler:EZIC_HANDLER_PRE0","Let them pass.","彼らを通せ。"
"traveler:EZIC_AGENT0","The Order rises.","組織は動き出した。"
"traveler:EZIC_AGENT0","The Order knows.","組織は知っている。"
"traveler:EZIC_AGENT1","For Arstotzka and the Order.","アルストツカと組織のために。"
"traveler:EZIC_HANDLER_POST1","Give me the coded documents.","暗号文書を渡せ。"
"traveler:EZIC_HANDLER_POST1","Both.","両方だ。"
"traveler:EZIC_HANDLER_EXT","Today.","今日だ。"
"traveler:EZIC_AGENT_EXT","For Arstotzka and the Order.","アルストツカと組織のために。"
"traveler:EZIC_AGENT_EXT","The others do not agree, but I believe the man in red is not a threat.","他の者は同意しなかったが、赤の男はたいした脅威じゃない。"
"traveler:EZIC_AGENT_EXT","@What?","@え？"
"traveler:EZIC_AGENT_EXT","Nevermind.","なんでもない。"
"traveler:EZIC_HANDLER_SNIPE","Shoot to kill.","撃ち殺せ。"
"traveler:EZIC_DIPLO","I require my passport.","パスポートを返して下さい。"
"traveler:EZIC_DIPLO","@It has been confiscated.","@押収されました。"
"traveler:EZIC_DIPLO","I am Kolechian diplomat here on government request.","私は政府の要請で来たコレチア外交官だ。"
"traveler:EZIC_DIPLO","Return passport at once.","今すぐパスポートを返しなさい。"
"traveler:EZIC_DIPLO","@Call number on slip to recover.","@返還については伝票の番号にお問合せ下さい。"
"traveler:EZIC_DIPLO","Barbarian.","野蛮人め。"
"traveler:EZIC_DIPLO","You cannot do this.","こんな権利はないぞ。"
"traveler:EZIC_DIPLO_FOLLOW","I saw him enter.","ヤツが入国するのを見た。"
"traveler:EZIC_DIPLO_FOLLOW","Give his passport to me.","ヤツのパスポートをよこせ。"
"traveler:EZIC_DIPLO_FOLLOW","Ah good.","よし。"
"traveler:EZIC_DIPLO_FOLLOW","I look much the same as him.","オレとヤツは、うり二つだ。"
"traveler:EZIC_DIPLO_FOLLOW","Just need to shave my mustache.","ヒゲをそればいい。"
"traveler:EZIC_DIPLO_FOLLOW","But we all must make sacrifices.","犠牲はつきものだ。"
"traveler:EZIC_DIPLO_FOLLOW","Appove the visa.","入国を許可しろ。"
"traveler:EZIC_DIPLO_FOLLOW","For Arstotzka and the Order.","アルストツカと組織のために。"
"traveler:EZIC_DIPLO_FOLLOW","This is not what was agreed on.","話が違う。"
"traveler:EZIC_DIPLO_FOLLOW","I am sent to collect diplomat's passport.","外交官のパスポートを受け取りに来た。"
"traveler:EZIC_DIPLO_FOLLOW","@I do not have it.","@持っていません。"
"traveler:SECRET_POLICE_INTRO","Good morning, inspector.","審査官よ、おはよう。"
"traveler:SECRET_POLICE_INTRO","You are healthy today yes?","気分はどうだね？"
"traveler:SECRET_POLICE_INTRO","I have just few questions for you.","いくつか聞きたいことがある。"
"traveler:SECRET_POLICE_INTRO","There was problem at Metro last night.","昨晩、地下鉄で問題が起きた。"
"traveler:SECRET_POLICE_INTRO","Maybe you read about it in paper.","日報を読んだだろう。"
"traveler:SECRET_POLICE_INTRO","Is very big news.","非常に大きく報道されていた。"
"traveler:SECRET_POLICE_INTRO","We think it is not accident.","我々はこう考えている。あれは事故ではないと。"
"traveler:SECRET_POLICE_INTRO","We think it is caused by suspicious group.","不審なグループによるものだと。"
"traveler:SECRET_POLICE_INTRO","We think some members pass through this checkpoint.","そして、そのメンバーは、この検問所を通っている。"
"traveler:SECRET_POLICE_INTRO","So we come talk to you.","君に聞きたいことがある。"
"traveler:SECRET_POLICE_INTRO","Have you seen anything like this?","こんなものを見たことはないかね？"
"traveler:SECRET_POLICE_INTRO","Is some kind of symbol for group.","グループのシンボルのようなものらしい。"
"traveler:SECRET_POLICE_INTRO","If you have any information, you give to us yes?","何か情報を得たら、知らせろ。"
"traveler:SECRET_POLICE_INTRO","Yes?","返事は？"
"traveler:SECRET_POLICE_INTRO","@Yes.","@はい。"
"traveler:SECRET_POLICE_INTRO","Very good.","よろしい。"
"traveler:SECRET_POLICE_INTRO","Please return my badge and paper.","バッジと紙を返せ。"
"traveler:SECRET_POLICE_INTRO","We think suspicious group attempts to stir trouble.","不審なグループが問題を起こそうとしていると。"
"traveler:SECRET_POLICE_INTRO","We think some members enter this checkpoint.","そして、そのメンバーは、この検問所に来ただろうと。"
"traveler:SECRET_POLICE_INTRO","What is this?","これは何だ？"
"traveler:SECRET_POLICE_INTRO","Interesting.","興味深い。"
"traveler:SECRET_POLICE_INTRO","Yes, very interesting.","うむ、極めて興味深い。"
"traveler:SECRET_POLICE_INTRO","I think it is best if you come with me.","私と一緒に来るんだ。"
"traveler:SECRET_POLICE_INTRO","This group is very dangerous.","このグループは極めて危険だ。"
"traveler:SECRET_POLICE_INTRO","If you see any curious thing, report immediately.","少しでも異常があれば、直ちに報告しろ。"
"traveler:SECRET_POLICE_CAUGHT","Hello inspector.","審査官よ。"
"traveler:SECRET_POLICE_CAUGHT","There is small discrepancy with your finances.","君の収入には妙なところがある。"
"traveler:SECRET_POLICE_CAUGHT","The Ministry of Income was thoughtful enough to notify us.","所得省から親切にも報告を受けた。"
"traveler:SECRET_POLICE_CAUGHT","It is best if you come with me.","私と一緒に来い。"
"traveler:SECRET_POLICE_FINAL","Inspector.","審査官よ。"
"traveler:SECRET_POLICE_FINAL","It has been some time.","久しぶりだな。"
"traveler:SECRET_POLICE_FINAL","Read your bulletin carefully today.","本日の公報は良く読むように。"
"traveler:SECRET_POLICE_FINAL","We will be speaking with many workers.","多くの職員と話すことになるだろう。"
"traveler:SECRET_POLICE_FINAL","Your audit comes soon.","君の捜査は間もなくだ。"
"traveler:SECRET_POLICE_FINAL","I will personally conduct it.","私が買って出た。"
"traveler:SECRET_POLICE_FINAL","There is nothing to fear.","恐れることはない。"
"traveler:SECRET_POLICE_FINAL","Work hard.","職務に励むように。"
"traveler:JORJI_BASE","All right! You the best!","おぉ！オマエ、サイコー！"
"traveler:JORJI_BASE","Arstotzka the best!","アルストツカ、サイコー！"
"traveler:JORJI_BASE","Here, take this!","コレ、やる！"
"traveler:JORJI0","Ok! Here we go!","よし！行くぞー！"
"traveler:JORJI0","Glory to Arstotzka!","世界一の国、アルストツカ！"
"traveler:JORJI0","The greatest country!","アルストツカにエイコーあれ！"
"traveler:JORJI0","@Where is your passport?","@パスポートは？"
"traveler:JORJI0","Passport!","パスポート！"
"traveler:JORJI0","Arstotzka so great, passport not required.","素晴らしい国アルストツカは、パスポートいらない。"
"traveler:JORJI0","Right?","でしょ？"
"traveler:JORJI0","@A passport is required.","@パスポートは必要です。"
"traveler:JORJI0","Ok, ok. I hear you.","オーケーオーケー、わかった。"
"traveler:JORJI0","I come back again.","また来る。"
"traveler:JORJI1","Ok! Hello again!","よぉ！また会ったな！"
"traveler:JORJI1","Now I have passport!","パスポート、持ってきた！"
"traveler:JORJI1","Arstotzka still best country for sure!","やっぱアルストツカ、サイコー！"
"traveler:JORJI1","@This passport is crude fake.","@これはひどい偽物ですね。"
"traveler:JORJI1","Hey now! Is not true!","なんだって！まさかぁ！"
"traveler:JORJI1","Is pre-approved!","承認されたものだぞ！"
"traveler:JORJI1","@ Cobrastan is not a real country.","@コブラスタンなんて国はありません。"
"traveler:JORJI1","Ok, ok.","オーケー、オーケー。"
"traveler:JORJI1","You no like passport, I understand.","このパスポートが、気に入らないんだな。"
"traveler:JORJI1","I come back again with better one.","もっとイイやつ持って、また来る。"
"traveler:JORJI2","Old friend hello!","オッス、我が友よ！"
"traveler:JORJI2","I am back again!","戻ってきたよ！"
"traveler:JORJI2","This time everything set.","今度はカンペキ。"
"traveler:JORJI2","@You are missing an entry permit.","@入国許可証がありません。"
"traveler:JORJI2","Oh man you funny guy!","おお。お前、おもしれーヤツだな！"
"traveler:JORJI2","@An entry permit is required.","@入国許可証が必要です。"
"traveler:JORJI2","Wow, you run very strict border here.","ここの国境、厳しいなあ。"
"traveler:JORJI2","That is good. Do job right.","それ、イイことだ。しっかり労働、イイことだ。"
"traveler:JORJI2","I look for entry thing and come back.","入国なんとか持って、また来る。"
"traveler:JORJI3","Hey it is me!","ワシだ！"
"traveler:JORJI3","Are you happy to see?","会えて嬉しいだろ？"
"traveler:JORJI3","I have everything you ask for now.","オマエが言ってたもの、全部ある。"
"traveler:JORJI3","@Tickets are no longer accepted.","@入国券はもう使えません。"
"traveler:JORJI3","Hey no!","何だと！"
"traveler:JORJI3","Guy sold me ticket. Say is good!","アイツ、この券イケるって売ってきたのに！"
"traveler:JORJI3","You check again maybe.","たぶん、また入国審査してもらうぞ。"
"traveler:JORJI3","@Do not come back again.","@もう来ないで下さい。"
"traveler:JORJI3","Haha!","わはは！"
"traveler:JORJI3","You nice guy but I have business in Arstotzka.","オマエは良くやってる。けどな、アルストツカにシゴトあるんだ。"
"traveler:JORJI3","I get right papers and come see you.","ちゃんとした書類そろえて、また来る。"
"traveler:JORJI4","Hello my guy!","よぉ、相棒！"
"traveler:JORJI4","Ok. Today is day!","今日こそは！"
"traveler:JORJI4","Look at all good papers.","カンペキな書類だ！見てくれ。"
"traveler:JORJI4","Was not easy.","大変だった。"
"traveler:JORJI4","Or cheap! Haha!","安くなかった！わはは！"
"traveler:JORJI4","@I told you not to come back.","@もう来ないで下さいと言いましたよね。"
"traveler:JORJI4","This is crap.","くそー。"
"traveler:JORJI4","You know what? Forget it.","もういい、ゼンブ忘れてくれ。"
"traveler:JORJI4","Arstotzka worst country.","アルストツカ、サイアクの国。"
"traveler:JORJI4","You worst person.","オマエ、サイアクの人間。"
"traveler:JORJI4","Thank you so much!","ありがとう！"
"traveler:JORJI4","If I am honest to you, I was little nervous.","正直、ちょっと心配だった。"
"traveler:JORJI4","Even with right papers is hard to say.","本物でも通るの難しいってウワサだったからな。"
"traveler:JORJI4","Ok bye!","よし、じゃあな！"
"traveler:JORJI_SMUGGLE0","Again I am here!","また来たぞ！"
"traveler:JORJI_SMUGGLE0","Everything all set up now.","ちゃんと全部用意した。"
"traveler:JORJI_SMUGGLE0","I come through often to see you.","お前とは、たくさん会ってるな。"
"traveler:JORJI_SMUGGLE0","We become good friends!","もはや、親友さ！"
"traveler:JORJI_SMUGGLE0","@Your weight is different.","@体重が一致しません。"
"traveler:JORJI_SMUGGLE0","Is sad story.","まあ、聞いてよ。"
"traveler:JORJI_SMUGGLE0","My wife very bad cook.","カミさん、料理下手なんだ。"
"traveler:JORJI_SMUGGLE0","But if I do not eat, she get angry.","でも、食べないと怒る。"
"traveler:JORJI_SMUGGLE0","Uh oh, maybe you not like this!","おっと、たぶんアンタ、これは気に入らないな！"
"traveler:JORJI_SMUGGLE0","@What is this?","@これは何ですか？"
"traveler:JORJI_SMUGGLE0","Is drugs!","クスリ！"
"traveler:JORJI_SMUGGLE0","I have little side business here.","ちょっと副業があるんだ。"
"traveler:JORJI_SMUGGLE0","You let me through and I give you something something.","通してくれたら、イイモノやる。"
"traveler:JORJI_SMUGGLE0","@Something what?","@いいもの？"
"traveler:JORJI_SMUGGLE0","Ten credits.","10クレジット。"
"traveler:JORJI_SMUGGLE0","I give you ten credits for just little stamp.","ちんけなハンコ１個で、10クレジットやる。"
"traveler:JORJI_SMUGGLE0","@Wait here Jorji.","@ここで待っていて下さい、Jorjiさん。"
"traveler:JORJI_SMUGGLE0","Is ok, I understand.","OK、わかったよ。"
"traveler:JORJI_SMUGGLE0","Drugs are bad. Not good for kids.","クスリ、よくないね。子どもたちに悪影響。"
"traveler:JORJI_SMUGGLE0","You do great work here still.","オマエ、イイ仕事するなあ。"
"traveler:JORJI_SMUGGLE0","Ok!","よし！"
"traveler:JORJI_SMUGGLE0","We go full speed!","またちょくちょく来る！"
"traveler:JORJI_SMUGGLE0","Hey what is problem?","ん、どした？"
"traveler:JORJI_SMUGGLE0","@I do not trust you.","@あなたは信用できません。"
"traveler:JORJI_SMUGGLE0","Ok, ok.","わかった、わかった。"
"traveler:JORJI_SMUGGLE0","You good guy so I win trust next time.","お前イイ奴、次はちゃんとする。"
"traveler:JORJI_SMUGGLE1","Ok, I am back!","戻ったぞ！"
"traveler:JORJI_SMUGGLE1","Same procedure!","変わりはないさ！"
"traveler:JORJI_SMUGGLE1","They told me this hard business.","オレのシゴト、みんなタイヘンだって言うけど。"
"traveler:JORJI_SMUGGLE1","So far everything smooth like ice!","でも、今んとこ、順調さ！"
"traveler:JORJI_SMUGGLE1","Thanks to you!","ありがとうな！"
"traveler:JORJI_SMUGGLE1","Buy something happy for wife.","ヨメさんに何か良いもの買ったげて。"
"traveler:JORJI_SMUGGLE1","Phew!","ふぅ！"
"traveler:JORJI_SMUGGLE1","Was tough one. Lucky for me, guard was easy.","危ない、危ない。護衛が話わかるヤツで良かった。"
"traveler:JORJI_SMUGGLE1","He asks for big money but is reasonable man.","大金を言われたけど、まけてくれた。"
"traveler:JORJI_SMUGGLE1","Oh man, again!","なんだい、またか！"
"traveler:JORJI_SMUGGLE1","That guard have another good day.","あの護衛も今日はついとるな。"
"traveler:JORJI_SMUGGLE1","Not sure I keep this up with no sales!","売らないままだとマズイな！"
"traveler:JORJI_SMUGGLE1","Ok, we try again!","よし、また頑張ろう！"
"traveler:JORJI_SMUGGLE1","Sorry to bother you, but this my only job.","面倒かけるけど、これ、オレのシゴトだから。"
"traveler:JORJI_SMUGGLE1","@Wait here, Jorji.","@ここで待っていて下さい、Jorjiさん。"
"traveler:JORJI_SMUGGLE1","Is ok, I understand.","OK、わかったよ。"
"traveler:JORJI_SMUGGLE1","Drugs are bad. Not good for kids.","クスリ、よくないね。子どもたちに悪影響。"
"traveler:JORJI_SMUGGLE1","You do great work here still.","オマエ、イイ仕事するなあ。"
"traveler:JORJI_SMUGGLE1","@I see a difference here.","@ここが一致しませんね。"
"traveler:JORJI_SMUGGLE1","Is real mystery for sure.","こりゃあ、ホントに謎だな。"
"traveler:JORJI_SMUGGLE1","Maybe things get too sexy in here.","ちょっと興奮しちゃうかもな。"
"traveler:JORJI_SMUGGLE1","@Drugs?","@薬物ですか？"
"traveler:JORJI_SMUGGLE1","Looks like good stuff right?","イイモノと思うだろ？"
"traveler:JORJI_SMUGGLE1","Wait! I give you 10 credits for ok stamp!","待て待て！緑のハンコで10クレジットやる！"
"traveler:JORJI_SMUGGLE1","Think about family!","家族のことを考えろ、な？"
"traveler:JORJI_SMUGGLE1","They can buy many happy things with these credits.","このクレジットがあれば、ハッピーなモノ、たくさん買える。"
"traveler:JORJI_SMUGGLE1","Just for little harmless drugs!","害のないクスリをちょこっと持ちこませるだけ！"
"traveler:JORJI_SMUGGLE1","This much better, see?","この方がいいだろ？"
"traveler:JORJI_SMUGGLE1","Wow, you really stand-up guy.","おぉ、オマエ、本当にリチギだな。"
"traveler:JORJI_SMUGGLE1","Maybe is not so good for me when I think about.","ヨク考えると、それオレにはよくないな。"
"traveler:JORJI_CRIMINAL","Is good to see you again!","また会えて嬉しいぞ！"
"traveler:JORJI_CRIMINAL","Today I come just for short visit.","今日は観光に来た。"
"traveler:JORJI_CRIMINAL","Everything is definitely ok with me.","全部ばっちり、大丈夫。"
"traveler:JORJI_CRIMINAL","For sure I am not in criminal bulletin or anything!","指名手配とか、されてないし！"
"traveler:JORJI_CRIMINAL","@Your face is in wanted bulletin.","@公報に指名手配犯として掲載されています。"
"traveler:JORJI_CRIMINAL","What! I pay police like crazy!","えぇ！バカみたいに口止め料払ったんだがな？"
"traveler:JORJI_CRIMINAL","They promise no bulletin. All clear they say.","公報のせないって約束だった。大丈夫って。"
"traveler:JORJI_CRIMINAL","I think twice about trusting friendly people.","人を簡単に信じちゃいかん、いかん。"
"traveler:JORJI_CRIMINAL","Hey I really like you.","なぁ、オレはお前がとても好きだ。"
"traveler:JORJI_CRIMINAL","I know is risky to help me like this.","オレを助けるのは、とてもキケン。それ、わかる。"
"traveler:JORJI_CRIMINAL","I try to make it up for you.","だから、お前のために何かしてやる。"
"traveler:JORJI_CRIMINAL","Ah, is ok.","おぉ、わかった。"
"traveler:JORJI_CRIMINAL","At least you do not arrest me.","タイホはまぬがれた。"
"traveler:JORJI_CRIMINAL","Thanks anyways.","ありがとうな。"
"traveler:JORJI_CRIMINAL","@Sorry Jorji.","@すまない、Jorji。"
"traveler:JORJI_CRIMINAL","Ah, is ok. Most police know me now.","わかったよ。ほとんどの警察、オレ知ってる。"
"traveler:JORJI_CRIMINAL","I have little talk with them again.","少し警察とおしゃべりしてくる。"
"traveler:JORJI_CRIMINAL","Anyway, you have tough job.","しかし、まあオマエのシゴト、タイヘンなシゴトだ。"
"traveler:JORJI_CRIMINAL","I rather sell drugs!","クスリ売ってる方がマシ！"
"traveler:JORJI_PASSPORTS","I read newspaper.","新聞、読んだぞ。"
"traveler:JORJI_PASSPORTS","@Hello Jorji.","@やぁ、Jorji。"
"traveler:JORJI_PASSPORTS","Things getting little crazy in Arstotzka.","アルストツカ、ちょっとおかしいな。"
"traveler:JORJI_PASSPORTS","Maybe you think about going away for a bit.","離れる方が良いかも？"
"traveler:JORJI_PASSPORTS","Obristan is good place.","オブリスタン、イイ国だ。"
"traveler:JORJI_PASSPORTS","Right next door up north.","ちょっと北に行くだけ。"
"traveler:JORJI_PASSPORTS","@Our passports have been confiscated.","@パスポートは全部押収された。"
"traveler:JORJI_PASSPORTS","@We cannot leave.","@ここを離れることはできない。"
"traveler:JORJI_PASSPORTS","Hey that not good sign.","そりゃ良くないキザシ。"
"traveler:JORJI_PASSPORTS","Hold on.","お、そうだ。"
"traveler:JORJI_PASSPORTS","I know a guy.","オレの知り合い、良いヤツいる。"
"traveler:JORJI_PASSPORTS","Just give him real passports to work with.","ホンモノのパスポートがあれば頼めるよ。"
"traveler:JORJI_PASSPORTS","He changes info to match for you.","オマエの情報に書き換えてくれる。"
"traveler:JORJI_PASSPORTS","I learn that in hard way.","コイツ見つけるの、苦労した。"
"traveler:JORJI_PASSPORTS","Thanks again!","あんがとさん！"
"traveler:JORJI_PASSPORTS","Bah! Maybe you right.","ふん！オマエ、正しいかもナ。"
"traveler:JORJI_PASSPORTS","Better to take little break.","少し休むがイイかもしれない。"
"traveler:JORJI_PASSPORTS","Hey what the hell?","ちょっと、待てー！？"
"traveler:JORJI_PASSPORTS","You take my passport!","パスポートとるか！"
"traveler:JORJI_PASSPORTS","You can see it was expensive!","高かったの、知ってるだろ！？"
"traveler:JORJI_PASSPORTS","@You said I need real Obristan passports.","@本物のオブリスタンのパスポートが必要だと聞いたので。"
"traveler:JORJI_PASSPORTS","Man. Fine.","はあ。なるほど。"
"traveler:JORJI_PASSPORTS","I get another but little unhappy about it.","新しいの手に入れるけど、ちょい悲しい。"
"traveler:JORJI_PASSPORTS","Memorize flyer and give back.","チラシ暗記して、返してくれ。"
"traveler:JORJI_PASSPORTS","Hey you know what.","あ、そうだ。"
"traveler:JORJI_PASSPORTS","Take my passport.","オレのパスポート、やる。"
"traveler:JORJI_PASSPORTS","I get another one no problem.","また新しいのは手に入る、問題ない。"
"traveler:JORJI_PASSPORTS","Now memorize flyer and give back if you finish reading.","チラシ暗記して、終わったら返してくれ。"
"traveler:JORJI_PASSPORTS","Do not want to get in trouble!","トラブルに巻き込まれたくないだろ！"
"traveler:JORJI_PASSPORTS","Obristan really great this time of year.","オブリスタン、今すごくイイ季節だ。"
"traveler:JORJI_PASSPORTS","Lots of snow.","雪もたくさん。"
"traveler:JORJI_PASSPORTS","Not sure where you get more passports for family.","家族のパスポートは、どこで手に入れればいいか、わからんな。"
"traveler:JORJI_PASSPORTS","But you smart guy.","でも、オマエ賢いヤツ。"
"traveler:JORJI_PASSPORTS","Probably figure it out!","なんとかできるだろ！"
"traveler:JORJI_PASSPORTS","Good luck.","頑張れ。"
"traveler:JORJI_GOODBYE","Ho boy! I make big score!","よぉ、大将！ついにやったぜ！"
"traveler:JORJI_GOODBYE","Huge! You have no idea!","考えられないほど、でかいシゴト。"
"traveler:JORJI_GOODBYE","Anyway. I just want to say thank you.","とにかく。礼を言いに来た。"
"traveler:JORJI_GOODBYE","I wait in line just for that!","そのためだけに、列に並んだ！"
"traveler:JORJI_GOODBYE","Maybe I quit now.","こんで最後だ。"
"traveler:JORJI_GOODBYE","Haha!","わはは！"
"traveler:BROTHEL0","Hello handsome.","こんにちは、イケメンさん。"
"traveler:BROTHEL0","You look bored.","退屈そうね。"
"traveler:BROTHEL0","If you want good time, come see us.","いいことしたいなら、ウチに来て。"
"traveler:BROTHEL0","I will be around couple months.","数ヶ月はいるから。"
"traveler:BROTHEL0","Don't forget to visit.","きっと来てね。"
"traveler:BROTHEL1","Hey there.","あらどうも。"
"traveler:BROTHEL1","I can make you happy any time.","いつでもあなたを気持ち良くしてあげるわ。"
"traveler:BROTHEL1","Come to Pink Vice. Ask for Ava.","ピンク・ヴァイスで、Avaを指名して。"
"traveler:BROTHEL2","Oh. Here.","こ、これを。"
"traveler:BROTHEL2","Please help me.","助けて下さい。"
"traveler:BROTHEL3","Hello friend.","やぁ、兄ちゃん。"
"traveler:BROTHEL3","You come down, I give you good girl.","町に来たら、いいオンナ紹介するよ。"
"traveler:BROTHEL3","That little bitch.","あのクソアマ。"
"traveler:BROTHEL3","I break her in two.","八つ裂きにしてやる。"
"traveler:BROTHEL3","@You are Dari Ludum?","@Dari Ludumさん？"
"traveler:BROTHEL3","Of course, it says on passport.","あぁ、パスポートの通りさ。"
"traveler:BROTHEL3","@One moment.","@少々お待ち下さい。"
"traveler:BROTHEL3","What is this shit?","何だよ、これ？"
"traveler:BROTHEL3","Give my papers back.","書類返せよ。"
"traveler:KILLERATHLETE","@You are Vince Lestrade?","@Vince Lestradeさん？"
"traveler:KILLERATHLETE","Damn.","くそっ。"
"traveler:KILLERATHLETE","Look, I did not kill her. I was set up.","聞け、俺は彼女を殺してない。ハメられたんだ。"
"traveler:KILLERATHLETE","Do not believe the Republian lies.","リパブリア人どものウソを信じるな。"
"traveler:KILLERATHLETE","Let me through.","通してくれ。"
"traveler:KILLERATHLETE","Shit.","ちきしょう。"
"traveler:HUSBAND_WIFE0","Today is beautiful day, my friend.","おぉ友よ、今日なんて美しい日なんだろう。"
"traveler:HUSBAND_WIFE0","We finally become free from Antegrian tyranny!","アンテグリアの圧政からやっと解放だ！"
"traveler:HUSBAND_WIFE0","Thank you so much!","ありがとう！"
"traveler:HUSBAND_WIFE0","Please be kind to my wife, she is just after me.","どうか妻にも優しく接してくれ、すぐ後ろに並んでる。"
"traveler:HUSBAND_WIFE0","No! They will kill us!","やめてくれ！殺される！"
"traveler:HUSBAND_WIFE0","Please, I beg you.","お願いだ、頼む。"
"traveler:HUSBAND_WIFE0","Let my wife pass. She is coming to you next.","妻は通してくれ。次の番だ。"
"traveler:HUSBAND_WIFE1","Did you see my husband?","主人に会いましたか？"
"traveler:HUSBAND_WIFE1","He made it through, yes?","入国はできましたよね？"
"traveler:HUSBAND_WIFE1","@Where is your entry permit?","@入国許可証は？"
"traveler:HUSBAND_WIFE1","Please, I beg you.","どうか、お願いです。"
"traveler:HUSBAND_WIFE1","They would not give me permit. I have no choice.","政府が発行してくれません。どうしようもないのです。"
"traveler:HUSBAND_WIFE1","I will be killed if I return to Antegria.","アンテグリアに戻ったら、殺されます。"
"traveler:HUSBAND_WIFE1","Thank you.","ありがとう。"
"traveler:HUSBAND_WIFE1","We will not forget.","このご恩は忘れません。"
"traveler:HUSBAND_WIFE1","Why?","なぜですか？"
"traveler:HUSBAND_WIFE1","You have doomed me.","もうおしまいなんですね。"
"traveler:HUSBAND_WIFE1","Why did you turn my husband away?","どうして主人を帰したの？"
"traveler:HUSBAND_WIFE1","I will not leave him to die.","彼をひとり死なせるわけにはいかない。"
"traveler:HUSBAND_WIFE1","You have doomed us both.","私たちはもうおしまいだわ。あなたのせいよ。"
"traveler:HIRING_ENGINEERS_START","You see many people, yes?","あなた、たくさんの人に会いますよね？"
"traveler:HIRING_ENGINEERS_START","I am looking for engineers.","エンジニアを探しています。"
"traveler:HIRING_ENGINEERS_START","Do me a favor.","お願いです。"
"traveler:HIRING_ENGINEERS_START","Give my card to any engineers you meet.","私の名刺をエンジニアに渡して下さい。"
"traveler:HIRING_ENGINEERS_START","I come back in few days.","数日後、また来ます。"
"traveler:HIRING_ENGINEERS_START","Pay you 5 credits for each engineer that calls me.","エンジニアからの問合せ１件につき５クレジットを渡します。"
"traveler:HIRING_ENGINEERS_START","You make a mistake but I let you fix it.","あなたは間違い犯しましたが、ちゃんと穴埋めして下さいね。"
"traveler:HIRING_ENGINEERS","What is this?","なんですかコレ？"
"traveler:HIRING_ENGINEERS","Oh. Huh. ; Huh. ; They are hiring?","へぇ。ふむ。 ; ふうむ。 ; 働く人を探してるんですか？"
"traveler:HIRING_ENGINEERS","I have already.","もう持ってます。"
"traveler:HIRING_ENGINEERS","Stop giving to me.","そんな渡さないで。"
"traveler:HIRING_ENGINEERS","Forget it, take them both. I don't want.","もういい、どちらも返します。結構です。"
"traveler:HIRING_ENGINEERS_END","Is good card, yes? ; Thanks ; These were not cheap you know. ;","いい名刺でしょう？ ; 感謝します。 ; これ、値段張ったんですよ。 ;"
"traveler:HIRING_ENGINEERS_END","I am back.","戻ってきましたよ。"
"traveler:HIRING_ENGINEERS_END","How many engineers did you meet?","何人のエンジニアに会えました？"
"traveler:HIRING_ENGINEERS_END","I got no calls.","問合せは、１件もありませんでした。"
"traveler:HIRING_ENGINEERS_END","You gave my cards to no one.","誰にも名刺を渡さなかったんですね。"
"traveler:HIRING_ENGINEERS_END","Thank you for nothing.","まぁ、どうも。"
"traveler:HIRING_ENGINEERS_END","I get only one call.","問合せが、１件ありました。"
