"CONTEXT", "ID", "TEXT"
"traveler:JORJI4","Ok bye!","Mach's gut!"
"traveler:JORJI_SMUGGLE0","Again I am here!","Da bin ich wieder!"
"traveler:JORJI_SMUGGLE0","Everything all set up now.","Jetzt sollte aber wirklich alles passen."
"traveler:JORJI_SMUGGLE0","I come through often to see you.","Ich komme so oft vorbei, um nach dir zu sehen."
"traveler:JORJI_SMUGGLE0","We become good friends!","Wir sind gute Freunde geworden!"
"traveler:JORJI_SMUGGLE0","@Your weight is different.","@Ihr Gewicht stimmt nicht."
"traveler:JORJI_SMUGGLE0","Is sad story.","Ist 'ne traurige Geschichte."
"traveler:JORJI_SMUGGLE0","My wife very bad cook.","Meine Frau, die kann wirklich nicht kochen."
"traveler:JORJI_SMUGGLE0","But if I do not eat, she get angry.","Aber wenn ich nicht aufesse, setzt es was."
"traveler:JORJI_SMUGGLE0","Uh oh, maybe you not like this!","Ohje, das hier gefällt dir jetzt vielleicht nicht!"
"traveler:JORJI_SMUGGLE0","@What is this?","@Was soll das sein?"
"traveler:JORJI_SMUGGLE0","Is drugs!","Drogen!"
"traveler:JORJI_SMUGGLE0","I have little side business here.","Ich hab da so 'nen kleinen Nebenerwerb laufen."
"traveler:JORJI_SMUGGLE0","You let me through and I give you something something.","Laß mich durch, und ich geb dir was."
"traveler:JORJI_SMUGGLE0","@Something what?","@Was genau?"
"traveler:JORJI_SMUGGLE0","Ten credits.","10 Credits."
"traveler:JORJI_SMUGGLE0","I give you ten credits for just little stamp.","Ich geb dir 10 Credits für einen kleinen Stempel."
"traveler:JORJI_SMUGGLE0","@Wait here Jorji.","@Warten Sie hier."
"traveler:JORJI_SMUGGLE0","Is ok, I understand.","Schon klar, verstehe."
"traveler:JORJI_SMUGGLE0","Drugs are bad. Not good for kids.","Drogen sind böse. Nicht gut für die Kleinen."
"traveler:JORJI_SMUGGLE0","You do great work here still.","Aber du machst deine Arbeit auch so toll."
"traveler:JORJI_SMUGGLE0","Ok!","Gut!"
"traveler:JORJI_SMUGGLE0","We go full speed!","Volle Kraft voraus!"
"traveler:JORJI_SMUGGLE0","Hey what is problem?","He, wo liegt das Problem?"
"traveler:JORJI_SMUGGLE0","@I do not trust you.","@Ich traue Ihnen nicht."
"traveler:JORJI_SMUGGLE0","Ok, ok.","Schon gut, schon gut."
"traveler:JORJI_SMUGGLE0","You good guy so I win trust next time.","Du bist ein guter Kerl, also gewinne ich beim nächsten Mal dein Vertrauen."
"traveler:JORJI_SMUGGLE1","Ok, I am back!","Und da bin ich wieder!"
"traveler:JORJI_SMUGGLE1","Same procedure!","Das Gleiche wie immer!"
"traveler:JORJI_SMUGGLE1","They told me this hard business.","Man hat mir gesagt, das ist ein hartes Geschäft."
"traveler:JORJI_SMUGGLE1","So far everything smooth like ice!","Aber so weit ich sehen kann, läuft die Sache wie geschmiert!"
"traveler:JORJI_SMUGGLE1","Thanks to you!","Dank deiner Hilfe!"
"traveler:JORJI_SMUGGLE1","Buy something happy for wife.","Kauf deiner Frau was Schönes."
"traveler:JORJI_SMUGGLE1","Phew!","Puh!"
"traveler:JORJI_SMUGGLE1","Was tough one. Lucky for me, guard was easy.","Das war nicht leicht. Zum Glück hat die Wache nicht aufgepaßt."
"traveler:JORJI_SMUGGLE1","He asks for big money but is reasonable man.","Der will viel Geld haben, läßt aber mit sich reden."
"traveler:JORJI_SMUGGLE1","Oh man, again!","Ach, herrje, schon wieder!"
"traveler:JORJI_SMUGGLE1","That guard have another good day.","Diese Wache kann sich wieder einen schönen Tag machen."
"traveler:JORJI_SMUGGLE1","Not sure I keep this up with no sales!","Keine Ahnung, wie lange ich das noch durchhalte, wenn ich nichts verkaufe!"
"traveler:JORJI_SMUGGLE1","Ok, we try again!","Schön, neuer Versuch!"
"traveler:JORJI_SMUGGLE1","Sorry to bother you, but this my only job.","Entschuldige die Störung, aber das ist meine einzige Arbeit."
"traveler:JORJI_SMUGGLE1","@Wait here, Jorji.","@Warten Sie hier."
"traveler:JORJI_SMUGGLE1","Is ok, I understand.","Schon klar, verstehe."
"traveler:JORJI_SMUGGLE1","Drugs are bad. Not good for kids.","Drogen sind böse. Nicht gut für die Kleinen."
"traveler:JORJI_SMUGGLE1","You do great work here still.","Aber du machst deine Arbeit auch so toll."
"traveler:JORJI_SMUGGLE1","@I see a difference here.","@Ich sehe da einen Unterschied."
"traveler:JORJI_SMUGGLE1","Is real mystery for sure.","Ist mir auf jeden Fall ein Rätsel."
"traveler:JORJI_SMUGGLE1","Maybe things get too sexy in here.","Vielleicht wird's hier drin etwas zu heiß."
"traveler:JORJI_SMUGGLE1","@Drugs?","@Drogen?"
"traveler:JORJI_SMUGGLE1","Looks like good stuff right?","Das Zeug sieht doch gut aus, oder?"
"traveler:JORJI_SMUGGLE1","Wait! I give you 10 credits for ok stamp!","Moment! Ich geb dir 10 Credits für den Stempel!"
"traveler:JORJI_SMUGGLE1","Think about family!","Denk an deine Familie!"
"traveler:JORJI_SMUGGLE1","They can buy many happy things with these credits.","Damit kannst du viele schöne Sachen kaufen."
"traveler:JORJI_SMUGGLE1","Just for little harmless drugs!","Für die paar harmlosen Drogen!"
"traveler:JORJI_SMUGGLE1","This much better, see?","So ist es viel besser, oder?"
"traveler:JORJI_SMUGGLE1","Wow, you really stand-up guy.","Mein lieber Mann, du ziehst dein Ding wirklich durch, was?"
"traveler:JORJI_SMUGGLE1","Maybe is not so good for me when I think about.","Ist für mich nicht so gut, fällt mir gerade ein."
"traveler:JORJI_CRIMINAL","Is good to see you again!","Schön, dich wieder zu sehen!"
"traveler:JORJI_CRIMINAL","Today I come just for short visit.","Heute bin ich nur auf Kurzbesuch."
"traveler:JORJI_CRIMINAL","Everything is definitely ok with me.","Bei mir ist alles so weit in Butter."
"traveler:JORJI_CRIMINAL","For sure I am not in criminal bulletin or anything!","Jedenfalls ist meine Visage auf keinem Polizeiplakat oder so!"
"traveler:JORJI_CRIMINAL","@Your face is in wanted bulletin.","@Ihr Foto ist zur Fahndung ausgeschrieben."
"traveler:JORJI_CRIMINAL","What! I pay police like crazy!","Was?! Ich drücke doch ein Vermögen an die Bullen ab!"
"traveler:JORJI_CRIMINAL","They promise no bulletin. All clear they say.","Die haben gesagt, die suchen nicht nach mir. Kein Problem, haben die gesagt."
"traveler:JORJI_CRIMINAL","I think twice about trusting friendly people.","Werd's mir zweimal überlegen, netten Leuten über den Weg zu trauen."
"traveler:JORJI_CRIMINAL","Hey I really like you.","Weißt du, ich kann dich wirklich gut leiden."
"traveler:JORJI_CRIMINAL","I know is risky to help me like this.","Ich weiß, ist riskant, mir zu helfen."
"traveler:JORJI_CRIMINAL","I try to make it up for you.","Ich werd' versuchen, mich erkenntlich zu zeigen."
"traveler:JORJI_CRIMINAL","Ah, is ok.","Ach, ist schon gut."
"traveler:JORJI_CRIMINAL","At least you do not arrest me.","Immerhin verhaftest du mich nicht."
"traveler:JORJI_CRIMINAL","Thanks anyways.","Trotzdem besten Dank."
"traveler:JORJI_CRIMINAL","@Sorry Jorji.","@Bedaure."
"traveler:JORJI_CRIMINAL","Ah, is ok. Most police know me now.","Ach, schon gut, die meisten Bullen kennen mich eh."
"traveler:JORJI_CRIMINAL","I have little talk with them again.","Ich werd' mal wieder mit denen reden."
"traveler:JORJI_CRIMINAL","Anyway, you have tough job.","Wie auch immer, deine Arbeit ist wahrlich kein Zuckerschlecken."
"traveler:JORJI_CRIMINAL","I rather sell drugs!","Da verkaufe ich dann doch lieber Drogen!"
"traveler:JORJI_PASSPORTS","I read newspaper.","Ich hab die Zeitung gelesen."
"traveler:JORJI_PASSPORTS","@Hello Jorji.","@Guten Tag."
"traveler:JORJI_PASSPORTS","Things getting little crazy in Arstotzka.","In Arstotzka geht's ja gerade drunter und drüber."
"traveler:JORJI_PASSPORTS","Maybe you think about going away for a bit.","Vielleicht willst du ja für eine Weile verreisen."
"traveler:JORJI_PASSPORTS","Obristan is good place.","In Obristan ist es schön."
"traveler:JORJI_PASSPORTS","Right next door up north.","Gleich nebenan im Norden."
"traveler:JORJI_PASSPORTS","@Our passports have been confiscated.","@Man hat unsere Pässe konfisziert."
"traveler:JORJI_PASSPORTS","@We cannot leave.","@Wir können nicht weg."
"traveler:JORJI_PASSPORTS","Hey that not good sign.","Na, das ist aber kein gutes Zeichen."
"traveler:JORJI_PASSPORTS","Hold on.","Warte mal."
"traveler:JORJI_PASSPORTS","I know a guy.","Ich kenn' da einen."
"traveler:JORJI_PASSPORTS","Just give him real passports to work with.","Der braucht nur echte Pässe, damit er loslegen kann."
"traveler:JORJI_PASSPORTS","He changes info to match for you.","Der ändert die Daten so, daß sie passen."
"traveler:JORJI_PASSPORTS","I learn that in hard way.","Hab' ich auf die harte Tour gelernt."
"traveler:JORJI_PASSPORTS","Thanks again!","Besten Dank nochmal!"
"traveler:JORJI_PASSPORTS","Bah! Maybe you right.","Pah! Vielleicht hast du Recht."
"traveler:JORJI_PASSPORTS","Better to take little break.","Du machst vielleicht besser eine kleine Pause."
"traveler:JORJI_PASSPORTS","Hey what the hell?","He, was zur Hölle?!"
"traveler:JORJI_PASSPORTS","You take my passport!","Du hast mir den Paß abgenommen!"
"traveler:JORJI_PASSPORTS","You can see it was expensive!","Du siehst doch, wie teuer der war!"
"traveler:JORJI_PASSPORTS","@You said I need real Obristan passports.","@Sie haben gesagt, ich brauche echte obristische Pässe."
"traveler:JORJI_PASSPORTS","Man. Fine.","Mann ... Also schön."
"traveler:JORJI_PASSPORTS","I get another but little unhappy about it.","Ich hol mir einen neuen, aber traurig bin ich schon ein wenig."
"traveler:JORJI_PASSPORTS","Memorize flyer and give back.","Lern das Flugblatt auswendig und rück's wieder raus."
"traveler:JORJI_PASSPORTS","Hey you know what.","He, weißt du was?"
"traveler:JORJI_PASSPORTS","Take my passport.","Nimm meinen Paß."
"traveler:JORJI_PASSPORTS","I get another one no problem.","Ich hol mir einen anderen, kein Problem."
"traveler:JORJI_PASSPORTS","Now memorize flyer and give back if you finish reading.","Jetzt lern das Flugblatt auswendig und rück's dann wieder raus."
"traveler:JORJI_PASSPORTS","Do not want to get in trouble!","Ich will keinen Ärger kriegen!"
"traveler:JORJI_PASSPORTS","Obristan really great this time of year.","Obristan ist zu dieser Jahreszeit wirklich schön."
"traveler:JORJI_PASSPORTS","Lots of snow.","Jede Menge Schnee."
"traveler:JORJI_PASSPORTS","Not sure where you get more passports for family.","Keine Ahnung, wo deine Familie noch Pässe herbekommen könnte."
"traveler:JORJI_PASSPORTS","But you smart guy.","Aber du bist ja ein cleveres Kerlchen."
"traveler:JORJI_PASSPORTS","Probably figure it out!","Dir fällt schon was ein!"
"traveler:JORJI_PASSPORTS","Good luck.","Viel Glück."
"traveler:JORJI_GOODBYE","Ho boy! I make big score!","Junge, Junge! Ich hab das ganz große Ding gedreht!"
"traveler:JORJI_GOODBYE","Huge! You have no idea!","Riesig! Kannst du dir gar nicht vorstellen!"
"traveler:JORJI_GOODBYE","Anyway. I just want to say thank you.","Egal, wollte mich nur bei dir bedanken."
"traveler:JORJI_GOODBYE","I wait in line just for that!","Deswegen hab ich mich extra angestellt!"
"traveler:JORJI_GOODBYE","Maybe I quit now.","Vielleicht setze ich mich jetzt zur Ruhe."
"traveler:JORJI_GOODBYE","Haha!","Haha!"
"traveler:BROTHEL0","Hello handsome.","Hallo, mein Hübscher."
"traveler:BROTHEL0","You look bored.","Langeweile?"
"traveler:BROTHEL0","If you want good time, come see us.","Wenn du dich ein wenig amüsieren willst, komm bei uns vorbei."
"traveler:BROTHEL0","I will be around couple months.","Ich werde ein paar Monate lang da sein."
"traveler:BROTHEL0","Don't forget to visit.","Vergiß nicht, uns zu besuchen."
"traveler:BROTHEL1","Hey there.","Hallöchen."
"traveler:BROTHEL1","I can make you happy any time.","Ich kann dich jederzeit glücklich machen."
"traveler:BROTHEL1","Come to Pink Vice. Ask for Ava.","Komm in die Rosa Sünde und frag nach Ava."
"traveler:BROTHEL2","Oh. Here.","Oh. Hier."
"traveler:BROTHEL2","Please help me.","Bitte helfen Sie mir."
"traveler:BROTHEL3","Hello friend.","Hallo, mein Freund."
"traveler:BROTHEL3","You come down, I give you good girl.","Schau mal bei uns vorbei, dann kriegst du auch ein gutes Mädchen."
"traveler:BROTHEL3","That little bitch.","Dieses kleine Miststück."
"traveler:BROTHEL3","I break her in two.","Die kann was erleben."
"traveler:BROTHEL3","@You are Dari Ludum?","@Sind Sie Dari Ludum?"
"traveler:BROTHEL3","Of course, it says on passport.","Natürlich, steht ja auch in meinem Paß."
"traveler:BROTHEL3","@One moment.","@Einen Moment."
"traveler:BROTHEL3","What is this shit?","Was soll die Scheiße denn jetzt?"
"traveler:BROTHEL3","Give my papers back.","Rück sofort meine Pappe wieder raus!"
"traveler:KILLERATHLETE","@You are Vince Lestrade?","@Sind Sie Vince Lestrade?"
"traveler:KILLERATHLETE","Damn.","Mist."
"traveler:KILLERATHLETE","Look, I did not kill her. I was set up.","Hören Sie, ich hab sie nicht ermordet. Die haben mich reingelegt."
"traveler:KILLERATHLETE","Do not believe the Republian lies.","Glauben Sie doch nicht diese republischen Lügen."
"traveler:KILLERATHLETE","Let me through.","Laß mich durch!"
"traveler:KILLERATHLETE","Shit.","Scheiße!"
"traveler:HUSBAND_WIFE0","Today is beautiful day, my friend.","Heute ist ein schöner Tag, mein Freund."
"traveler:HUSBAND_WIFE0","We finally become free from Antegrian tyranny!","Endlich sind wir der Tyrannei in Antegrien entkommen!"
"traveler:HUSBAND_WIFE0","Thank you so much!","Haben Sie vielen, vielen Dank!"
"traveler:HUSBAND_WIFE0","Please be kind to my wife, she is just after me.","Bitte seien Sie nett zu meiner Frau, sie kommt direkt nach mir."
"traveler:HUSBAND_WIFE0","No! They will kill us!","Nein! Die werden uns umbringen!"
"traveler:HUSBAND_WIFE0","Please, I beg you.","Bitte, ich flehe Sie an!"
"traveler:HUSBAND_WIFE0","Let my wife pass. She is coming to you next.","Lassen Sie meine Frau durch. Sie kommt als Nächste zu Ihnen."
"traveler:HUSBAND_WIFE1","Did you see my husband?","Haben Sie meinen Mann gesehen?"
"traveler:HUSBAND_WIFE1","He made it through, yes?","Er ist doch durchgekommen, oder?"
"traveler:HUSBAND_WIFE1","@Where is your entry permit?","@Wo ist Ihre Einreise-Genehmigung?"
"traveler:HUSBAND_WIFE1","Please, I beg you.","Bitte, ich flehe Sie an ..."
"traveler:HUSBAND_WIFE1","They would not give me permit. I have no choice.","Die haben mir keine Genehmigung gegeben. Ich hatte keine Wahl."
"traveler:HUSBAND_WIFE1","I will be killed if I return to Antegria.","Die bringen mich um, wenn ich nach Antegrien zurückgehe."
"traveler:HUSBAND_WIFE1","Thank you.","Danke."
"traveler:HUSBAND_WIFE1","We will not forget.","Das werden wir Ihnen nicht vergessen."
"traveler:HUSBAND_WIFE1","Why?","Warum?"
"traveler:HUSBAND_WIFE1","You have doomed me.","Sie haben mein Schicksal besiegelt."
"traveler:HUSBAND_WIFE1","Why did you turn my husband away?","Warum haben Sie meinen Mann abgewiesen?"
"traveler:HUSBAND_WIFE1","I will not leave him to die.","Ich will ihn doch nicht zum Sterben zurücklassen."
"traveler:HUSBAND_WIFE1","You have doomed us both.","Sie haben unser beider Schicksal besiegelt."
"traveler:HIRING_ENGINEERS_START","You see many people, yes?","Hier kommen ganz schön viele Leute vorbei, was?"
"traveler:HIRING_ENGINEERS_START","I am looking for engineers.","Ich suche nach Ingenieuren."
"traveler:HIRING_ENGINEERS_START","Do me a favor.","Tun Sie mir einen Gefallen."
"traveler:HIRING_ENGINEERS_START","Give my card to any engineers you meet.","Geben Sie allen Ingenieuren, die hier vorbeikommen, meine Karte."
"traveler:HIRING_ENGINEERS_START","I come back in few days.","Ich komme in einigen Tagen wieder."
"traveler:HIRING_ENGINEERS_START","Pay you 5 credits for each engineer that calls me.","Für jeden Ingenieur, der mich anruft, kriegen Sie 5 Credits."
"traveler:HIRING_ENGINEERS_START","You make a mistake but I let you fix it.","Sie machen einen Fehler, aber ich gebe Ihnen die Chance, ihn wiedergutzumachen."
"traveler:HIRING_ENGINEERS","What is this?","Was ist?"
"traveler:HIRING_ENGINEERS","Oh. Huh. ; Huh. ; They are hiring?","Oh. Hmmh ... ; Hmmmh ... ; Die suchen Leute?"
"traveler:HIRING_ENGINEERS","I have already.","Hab schon."
"traveler:HIRING_ENGINEERS","Stop giving to me.","Mann, so langsam reicht's mal mit den Dingern."
"traveler:HIRING_ENGINEERS","Forget it, take them both. I don't want.","Vergessen Sie's, können Sie beide behalten."
"traveler:HIRING_ENGINEERS_END","Is good card, yes? ; Thanks ; These were not cheap you know. ;","Gute Karte, was? ; Danke ; Die waren wirklich nicht billig. ;"
"traveler:HIRING_ENGINEERS_END","I am back.","Da bin ich wieder."
"traveler:HIRING_ENGINEERS_END","How many engineers did you meet?","Wie viele Ingenieure waren denn hier?"
"traveler:HIRING_ENGINEERS_END","I got no calls.","Mich hat keiner angerufen."
"traveler:HIRING_ENGINEERS_END","You gave my cards to no one.","Sie haben niemandem meine Karte gegeben."
"traveler:HIRING_ENGINEERS_END","Thank you for nothing.","Besten Dank auch."
"traveler:HIRING_ENGINEERS_END","I get only one call.","Mich hat nur einer angerufen."
"traveler:HIRING_ENGINEERS_END","I'm lucky that he is good lead.","Zum Glück versteht der sein Handwerk."
"traveler:HIRING_ENGINEERS_END","Here is what I promised.","Hier, wie versprochen."
"traveler:HIRING_ENGINEERS_END","I got two calls.","Zwei haben mich angerufen."
"traveler:HIRING_ENGINEERS_END","One guy, he was good.","Der eine Kerl, der war gut."
"traveler:HIRING_ENGINEERS_END","Other one not so much.","Der andere eher nicht so."
"traveler:HIRING_ENGINEERS_END","Thanks anyways.","Trotzdem vielen Dank."
"traveler:HIRING_ENGINEERS_END","I got three calls.","Drei haben mich angerufen."
"traveler:HIRING_ENGINEERS_END","Two guys were good.","Zwei waren gut."
"traveler:HIRING_ENGINEERS_END","Last one was a fool. Didn't know basics.","Der Dritte war ein Idiot, der von Tuten und Blasen keine Ahnung hatte."
"traveler:HIRING_ENGINEERS_END","But is ok. I appreciate.","Aber schon gut, ich weiß Ihre Mühe zu schätzen."
"traveler:HIRING_ENGINEERS_END","I got four calls.","Vier haben mich angerufen."
"traveler:HIRING_ENGINEERS_END","Three were civil engineers. Useless.","Drei davon waren reine Theoretiker, zu nichts zu gebrauchen."
"traveler:HIRING_ENGINEERS_END","I need mechanicals. I told you.","Ich brauche Mechaniker, wie schon gesagt."
"traveler:HIRING_ENGINEERS_END","Anyway, is ok. Last guy very sharp.","Egal, schon gut. Dafür war Nr. 4 ein cleveres Kerlchen."
"traveler:HIRING_ENGINEERS_END","Thanks for the help.","Danke für Ihre Hilfe."
"traveler:FRIENDLY_GUARD0","Hello.","Hallo."
"traveler:FRIENDLY_GUARD0","I heard that you are from Nirsk?","Ich hab gehört, du kommst aus Nirsk?"
"traveler:FRIENDLY_GUARD0","I grew up there but I have not been back in many years.","Ich bin da aufgewachsen, war aber seit Jahren nicht mehr dort."
"traveler:FRIENDLY_GUARD0","@It is still a shit-hole. As before.","@Ist immer noch der Arsch der Welt. Hat sich nichts geändert."
"traveler:FRIENDLY_GUARD0","Haha, of course. This is what I remember too.","Haha, klar. Hab ich nicht vergessen."
"traveler:FRIENDLY_GUARD0","I am Sergiu. It is good to meet you.","Ich bin Sergiu. Wie schön, dich kennenzulernen."
"traveler:FRIENDLY_GUARD0","I will do my best to keep you safe.","Ich werde mein Bestes tun, um auf dich aufzupassen."
"traveler:FRIENDLY_GUARD1","Thank you for yesterday.","Danke für das, was du gestern getan hast."
"traveler:FRIENDLY_GUARD1","My aim is not like before.","Ich bin nicht mehr so treffsicher wie früher."
"traveler:FRIENDLY_GUARD2","There is more action at this checkpoint than in the war.","An diesem Grenzübergang ist mehr los als im Krieg."
"traveler:FRIENDLY_GUARD2","I fought in Kolechia for 5 years.","5 Jahre habe ich in Kolechien gekämpft."
"traveler:FRIENDLY_GUARD2","If you think it is bad in Arstotzka, it is ten times worse in Kolechia.","Falls du meinst, in Arstotzka ist es schlimm: in Kolechien ist es 10 Mal schlimmer."
"traveler:FRIENDLY_GUARD2","I do not blame them for coming here.","Kann denen nicht verübeln, daß die herkommen."
"traveler:FRIENDLY_GUARD2","Anyways, you are doing well. Keep it up.","Egal, du machst deine Sache gut. Nur weiter so."
"traveler:FRIENDLY_GUARD3","Friend, how are you?","Na, mein Freund, wie geht's?"
"traveler:FRIENDLY_GUARD3","I have a small favor to ask.","Kannst du mir wohl einen kleinen Gefallen tun?"
"traveler:FRIENDLY_GUARD3","During the war, I met a beautiful girl.","Im Krieg habe ich diese wunderschöne Frau kennengelernt."
"traveler:FRIENDLY_GUARD3","I think about her every moment.","Es vergeht keine Sekunde, in der ich nicht an sie denke."
"traveler:FRIENDLY_GUARD3","Yesterday I receive word that she is finally coming here.","Gestern habe ich gehört, daß sie endlich hierher kommt."
"traveler:FRIENDLY_GUARD3","Please, let her pass and I will be in your debt.","Bitte laß sie durch, und ich stehe für immer in deiner Schuld."
"traveler:FRIENDLY_GUARD3","Her name is Elisa.","Ihr Name ist Elisa."
"traveler:FRIENDLY_GUARD4","Thank you for everything.","Danke für alles, was du für mich getan hast."
"traveler:FRIENDLY_GUARD4","Elisa is so happy here.","Elisa ist ja so glücklich hier."
"traveler:FRIENDLY_GUARD4","She says our first son will have your name.","Sie sagt, unser erster Sohn wird deinen Namen tragen."
"traveler:FRIENDLY_GUARD4","This is fine but I told her I want a daughter first!","Schön und gut, aber ich hab ihr gesagt, ich will zuerst eine Tochter!"
"traveler:FRIENDLY_GUARD4","I would like to show the locket to her.","Ich würde ihr gern den Anhänger zeigen."
"traveler:FRIENDLY_GUARD4","Do you still have it?","Hast du den noch?"
"traveler:FRIENDLY_GUARD4","Ah, I missed not having this with me.","Ach, was habe ich den doch vermißt."
"traveler:FRIENDLY_GUARD4","It is not much, but we have found a small way to thank you.","Ist nicht viel, aber wir haben einen Weg gefunden, dir zu danken."
"traveler:FRIENDLY_GUARD4","Elisa will deliver it to your home. I hope that it helps.","Elisa wird dir unser Dankeschön nach Hause bringen. Ich hoffe, es hilft dir."
"traveler:FRIENDLY_GUARD4","Tomorrow I am transferred to another post.","Morgen werde ich auf einen anderen Posten versetzt."
"traveler:FRIENDLY_GUARD4","Stay safe my friend.","Paß auf dich auf, mein Freund."
"traveler:FRIENDLY_GUARD4","Elisa did not come.","Elisa ist nicht gekommen."
"traveler:FRIENDLY_GUARD4","@She arrived, but her papers were not in order.","@Sie war hier, aber ihre Papiere waren nicht in Ordnung."
"traveler:FRIENDLY_GUARD4","@Tell her to try again with the correct documents.","@Sag ihr, sie soll es mit den richtigen Papieren noch einmal versuchen."
"traveler:FRIENDLY_GUARD4","You know this is impossible.","Du weißt, daß das unmöglich ist."
"traveler:FRIENDLY_GUARD4","If you have the locket, give it back to me.","Wenn du den Anhänger hast, dann gib ihn mir zurück."
"traveler:ELISA","Do you know Sergiu?","Sie kennen Sergiu?"
"traveler:ELISA","He said you were friend. That you would help.","Er hat gesagt, Sie sind ein Freund. Sie würden mir helfen."
"traveler:ELISA","Please, my family is gone.","Bitte, ich habe meine ganze Familie verloren."
"traveler:ELISA","I have only Sergiu left.","Nur Sergiu ist mir noch geblieben."
"traveler:ELISA","@You do not have the required documentation.","@Sie haben nicht die erforderlichen Papiere bei sich."
"traveler:ELISA","I tried for so long.","Ich habe es so lange versucht."
"traveler:ELISA","They would not allow me to leave.","Die wollten mich einfach nicht gehen lassen."
"traveler:ELISA","I am denied?","Sie lassen mich nicht durch?"
"traveler:ELISA","I understand.","Verstehe."
"traveler:ELISA","Please, tell Sergiu I will always love him.","Bitte sagen Sie Sergiu, daß ich ihn immer lieben werde."
"traveler:ELISA","We will be together in another life.","In einem anderen Leben werden wir zusammen sein."
"traveler:ELISA","Return this for him to remember me.","Geben Sie ihm bitte das hier von mir zurück."
"traveler:ELISA","Thank you so much.","Vielen, vielen Dank."
"traveler:ELISA","I will never forget your kindness.","Das werde ich Ihnen niemals vergessen."
"traveler:ELISA","@He is waiting for you.","@Er wartet auf Sie."
"traveler:ELISA","My love.","Mein Liebster."
"traveler:ELISA","I miss him.","Ich vermisse ihn."
"traveler:ELISA","@I am sorry. Sergiu was killed.","@Es tut mir leid, aber Sergiu ist tot."
"traveler:ELISA","My Sergiu.","Mein Sergiu ..."
"traveler:ELISA","Thank you for your kindness.","Haben Sie Dank für Ihre Güte."
"traveler:ELISA","There is nothing for me here any more.","Dann gibt es für mich hier nichts mehr zu tun."
"traveler:ELISA","Thank you.","Danke."
"traveler:PRISON_GUARD_REPORTDETAINS","You detained nobody.","Du hast niemanden verhaftet."
"traveler:PRISON_GUARD_REPORTDETAINS","You detained only one person.","Du hast nur eine Person verhaftet."
"traveler:PRISON_GUARD_REPORTDETAINS","You detained ${Game/NumDetains} people.","Du hast ${Game/NumDetains} Personen verhaftet."
"traveler:PRISON_GUARD0","Hello.","Hallo."
"traveler:PRISON_GUARD0","@Are you the spy?","@Bist du der Spion?"
"traveler:PRISON_GUARD0","What? No.","Was? Nein."
"traveler:PRISON_GUARD0","I am guard here. My name is Calensk.","Ich bin Wärter hier. Mein Name ist Kalensk."
"traveler:PRISON_GUARD0","They told me I get good position, then send me here.","Die haben gesagt, ich kriege einen guten Posten, und dann schicken die mich hierher."
"traveler:PRISON_GUARD0","This is thanks I get.","Das ist dann also der Dank."
"traveler:PRISON_GUARD0","Now they pay me almost nothing.","Und jetzt verdiene ich so gut wie nichts."
"traveler:PRISON_GUARD0","@They pay us all as much.","@Als ob wir anderen hier mehr verdienen ..."
"traveler:PRISON_GUARD0","Yes. But look.","Ja. Aber jetzt paß mal auf ..."
"traveler:PRISON_GUARD0","I get small bonus when you detain people.","Ich kriege einen kleinen Bonus, wenn du Leute einbuchtest."
"traveler:PRISON_GUARD0","More you detain, more they give me for processing.","Je mehr du einbuchtest, desto mehr kriege ich."
"traveler:PRISON_GUARD0","But this is not fair, right? You should get something too.","Aber fair ist das nicht, oder? Du solltest auch was kriegen."
"traveler:PRISON_GUARD0","So I fix this problem.","Also werde ich dieses kleine Problem lösen."
"traveler:PRISON_GUARD0","I give you 5 credits from my bonus for every two people you detain.","Für jeweils 2 Leute, die du einbuchtest, kriegst du 5 Credits von meinem Bonus."
"traveler:PRISON_GUARD0","Sounds like good deal to me.","Klingt für mich nach einem guten Geschäft."
"traveler:PRISON_GUARD0","I give money to you after I get paid.","Du kriegst dein Geld, sobald die mich bezahlt haben."
"traveler:PRISON_GUARD0","Let us make the best of this.","Machen wir das Beste draus."
"traveler:PRISON_GUARD3","Here.","Hier."
"traveler:PRISON_GUARD3","For bonus and selling bomb parts.","Als Bonus und für das Verkaufen von Bombenteilen."
"traveler:PRISON_GUARD3","They move our station to prison.","Die verlegen unsere Station in den Knast."
"traveler:PRISON_GUARD3","We still get bonus so keep detaining.~","Den Bonus kriegen wir weiter, also schön weiter einbuchten.~"
"traveler:PRISON_GUARD3","I stop visiting you here.","Ich werde dich hier nicht mehr besuchen."
"traveler:PRISON_GUARD3","I will drop off money at your home instead.","Stattdessen werde ich das Geld bei dir zu Hause abliefern."
"traveler:PRISON_GUARD3","Every other night.","Abends, ab und zu."
"traveler:PRISON_GUARD_PAYOUT","What is going on?","Was ist los?"
"traveler:PRISON_GUARD_PAYOUT","I am getting nothing because of you.","Wegen dir gehe ich leer aus."
"traveler:PRISON_GUARD_PAYOUT","Detain more people and we will both benefit.","Buchte mehr Leute ein, und wir profitieren beide davon."
"traveler:PRISON_GUARD_PAYOUT","Good morning.","Guten Morgen."
"traveler:PRISON_GUARD_PAYOUT","You are not detaining enough people.","Du verhaftest nicht genug Leute."
"traveler:PRISON_GUARD_PAYOUT","I have nothing to give you.","Ich hab nichts für dich."
